order_id,ord_id,customer_id,cust_id,order_date,order_datetime,product_id,item_id,quantity,qty,unit_price,price,total_amount,order_total,shipping_cost,tax,discount,status,order_status,payment_method,shipping_address,notes,tracking_number
ORD_00258,258,136,CUST_0136,7/12/2023,2023-06-13T08:38:00.000Z,PROD_026,159,8,5,463.07,114.15,267.10,310.79,11.48,35.29,0.00,SHIPPED,CANCELLED,bank_transfer,2142 Pine Rd,Special delivery instructions,TRK888656
ORD_00259,259,185,CUST_0185,2023-03-24,2023-03-22T06:18:00.000Z,PROD_070,101,6,3,241.34,131.52,1049.16,241.67,7.16,49.12,0.00,processing,returned,debit_card,338 Main St,,
ORD_00260,260,436,CUST_0436,7/16/2023,2023-04-17T15:46:00.000Z,PROD_006,11,5,3,258.13,212.12,113.77,54.03,16.15,20.35,0.00,delivered,SHIPPED,paypal,4440 Oak Ave,,TRK272664
ORD_00261,261,265,CUST_0265,12/20/2023,2023-04-28T01:00:00.000Z,PROD_035,148,3,5,253.75,395.90,540.45,354.25,0.00,50.95,0.00,pending,returned,paypal,454 Pine Rd,Special delivery instructions,TRK344316
ORD_00262,262,109,CUST_0109,8/5/2023,2023-02-05T15:27:00.000Z,PROD_113,57,2,4,350.31,77.32,712.99,291.27,0.00,6.15,0.00,returned,pending,bank_transfer,1641 Pine Rd,,TRK483977
ORD_00263,263,210,CUST_0210,2023-08-01,2023-08-14T16:17:00.000Z,PROD_157,19,6,5,300.55,88.62,556.65,463.62,0.00,30.25,0.00,returned,,credit_card,1357 Main St,,TRK430275
ORD_00264,264,310,CUST_0310,9/8/2023,,PROD_012,98,8,1,352.14,292.50,399.60,487.08,21.09,11.79,1.38,delivered,,cash,4069 Oak Ave,,TRK356017
ORD_00265,265,141,CUST_0141,7/15/2023,,PROD_156,32,7,3,235.53,349.74,225.47,749.29,12.04,21.90,0.00,delivered,processing,cash,2281 Pine Rd,,
ORD_00266,266,105,CUST_0105,2/1/2023,2023-01-01T19:28:00.000Z,PROD_200,156,7,2,497.90,345.42,363.33,166.67,0.00,48.07,0.00,pending,delivered,credit_card,3825 Pine Rd,Special delivery instructions,
ORD_00267,267,416,CUST_0416,2023-04-09,,PROD_036,48,8,1,310.63,68.39,388.08,823.44,7.62,38.80,0.00,,CANCELLED,bank_transfer,1670 Main St,,
ORD_00268,268,448,CUST_0448,2023-07-20,2023-07-22T23:45:00.000Z,PROD_072,179,3,4,200.31,201.41,928.45,677.50,16.93,27.69,36.15,pending,CANCELLED,credit_card,6692 Pine Rd,Special delivery instructions,
ORD_00269,269,68,CUST_0068,9/23/2023,2023-12-10T00:29:00.000Z,PROD_083,16,4,3,346.69,127.21,130.97,785.24,16.07,2.86,4.65,processing,pending,debit_card,3091 Main St,Special delivery instructions,TRK410892
ORD_00270,270,87,CUST_0087,10/25/2023,2023-10-18T14:56:00.000Z,PROD_117,102,2,5,301.87,365.64,763.45,289.06,24.11,8.09,31.69,returned,returned,debit_card,2997 Main St,,TRK338219
ORD_00271,271,462,CUST_0462,9/7/2023,2023-09-26T10:55:00.000Z,PROD_015,64,10,2,392.65,114.21,82.00,126.13,9.79,31.33,0.00,SHIPPED,SHIPPED,debit_card,4685 Pine Rd,,
ORD_00272,272,279,CUST_0279,2023-09-19,2023-02-25T18:29:00.000Z,PROD_159,171,10,2,252.44,342.34,858.22,259.31,0.00,20.04,0.00,pending,processing,paypal,4225 Pine Rd,,
ORD_00273,273,114,CUST_0114,2023-09-03,2023-02-06T19:02:00.000Z,PROD_044,7,1,2,496.10,187.18,308.48,408.84,21.72,23.57,17.34,returned,CANCELLED,cash,9187 Oak Ave,Special delivery instructions,TRK169729
ORD_00274,274,370,CUST_0370,2023-12-08,,PROD_033,9,3,1,465.08,85.78,725.41,215.13,0.00,5.23,47.92,processing,,cash,2149 Oak Ave,,
ORD_00275,275,343,CUST_0343,2023-12-08,,PROD_076,132,9,5,375.83,412.67,164.92,778.92,7.17,43.75,42.81,,delivered,bank_transfer,8396 Main St,,TRK468927
ORD_00276,276,404,CUST_0404,1/24/2023,2023-03-02T18:54:00.000Z,PROD_112,100,2,3,288.72,219.80,302.33,687.51,8.93,12.24,19.07,pending,,bank_transfer,8831 Main St,,TRK795471
ORD_00277,277,481,CUST_0481,2023-01-10,2023-12-07T00:56:00.000Z,PROD_037,152,1,2,304.95,352.87,919.11,336.03,0.00,49.30,0.00,returned,returned,bank_transfer,3416 Main St,,TRK171973
ORD_00278,278,359,CUST_0359,2023-10-21,2023-11-01T18:43:00.000Z,PROD_187,18,1,5,206.54,352.63,601.31,564.42,10.35,37.27,0.00,pending,processing,bank_transfer,8727 Pine Rd,,TRK445004
ORD_00279,279,38,CUST_0038,2023-04-10,2023-09-07T21:53:00.000Z,PROD_032,158,9,5,346.82,299.75,167.88,125.70,7.73,44.53,0.00,SHIPPED,pending,credit_card,9566 Main St,,
ORD_00280,280,499,CUST_0499,6/4/2023,,PROD_059,184,4,5,204.25,100.02,254.59,40.51,22.72,48.11,36.11,delivered,delivered,cash,8250 Oak Ave,,TRK318532
ORD_00281,281,25,CUST_0025,8/20/2023,2023-08-08T15:53:00.000Z,PROD_042,170,1,4,326.25,364.39,937.87,722.40,15.11,44.21,11.42,CANCELLED,pending,bank_transfer,7735 Main St,,
ORD_00282,282,454,CUST_0454,8/1/2023,2023-04-18T05:37:00.000Z,PROD_102,159,4,1,132.82,30.79,734.62,120.44,5.14,10.12,0.00,CANCELLED,delivered,paypal,165 Oak Ave,Special delivery instructions,TRK414233
ORD_00283,283,426,CUST_0426,7/3/2023,2023-03-21T11:43:00.000Z,PROD_028,91,9,1,104.22,167.08,123.23,147.34,24.48,18.91,0.00,SHIPPED,pending,credit_card,8246 Oak Ave,,
ORD_00284,284,234,CUST_0234,8/27/2023,2023-03-21T19:48:00.000Z,PROD_195,97,8,1,192.23,292.11,160.97,542.37,5.14,50.21,0.00,SHIPPED,pending,paypal,5186 Oak Ave,Special delivery instructions,TRK677776
ORD_00285,285,281,CUST_0281,8/1/2023,2023-03-09T01:52:00.000Z,PROD_157,195,2,3,130.24,126.23,599.25,90.39,15.11,36.95,38.33,returned,CANCELLED,debit_card,6266 Pine Rd,,
ORD_00286,286,462,CUST_0462,8/15/2023,,PROD_183,100,2,3,222.28,351.24,977.93,259.86,24.34,36.21,0.00,CANCELLED,SHIPPED,paypal,3527 Oak Ave,Special delivery instructions,TRK715375
ORD_00287,287,337,CUST_0337,,,PROD_038,65,5,1,121.06,116.88,629.74,451.82,19.82,29.60,0.00,pending,returned,debit_card,7771 Main St,Special delivery instructions,TRK130880
ORD_00288,288,325,CUST_0325,,2023-11-22T15:58:00.000Z,PROD_167,91,8,4,467.40,189.70,444.70,157.28,0.00,5.18,0.00,returned,SHIPPED,bank_transfer,9930 Main St,,TRK184532
ORD_00289,289,312,CUST_0312,2023-06-25,2023-09-10T16:17:00.000Z,PROD_185,35,7,3,47.14,154.12,762.06,89.72,20.07,18.47,0.00,delivered,processing,paypal,1783 Main St,,
ORD_00290,290,93,CUST_0093,7/18/2023,2023-08-26T14:33:00.000Z,PROD_010,108,3,5,457.03,368.00,890.18,139.76,22.14,48.85,0.00,CANCELLED,SHIPPED,cash,2081 Pine Rd,,TRK570461
ORD_00291,291,447,CUST_0447,9/25/2023,2023-08-25T11:54:00.000Z,PROD_094,178,5,4,15.38,345.28,341.34,163.48,18.36,28.02,39.41,pending,processing,bank_transfer,2049 Main St,Special delivery instructions,TRK608728
ORD_00292,292,214,CUST_0214,2023-03-05,2023-05-13T11:40:00.000Z,PROD_118,25,10,2,147.76,248.71,858.77,815.59,0.00,35.31,49.01,delivered,processing,credit_card,7240 Oak Ave,Special delivery instructions,
ORD_00293,293,181,CUST_0181,2023-07-26,2023-04-22T20:10:00.000Z,PROD_058,97,7,5,504.88,336.98,1046.42,523.87,21.78,21.13,0.00,,SHIPPED,paypal,1872 Oak Ave,,
ORD_00294,294,343,CUST_0343,2023-06-13,2023-04-26T02:03:00.000Z,PROD_068,158,7,4,361.66,200.87,506.78,785.34,0.00,43.46,0.00,SHIPPED,delivered,credit_card,113 Oak Ave,,TRK515052
ORD_00295,295,280,CUST_0280,2023-07-11,2023-05-12T00:22:00.000Z,PROD_058,7,5,5,120.15,22.33,262.80,68.14,8.88,11.02,36.12,processing,SHIPPED,credit_card,8850 Main St,,
ORD_00296,296,136,CUST_0136,2023-01-09,2023-05-03T20:02:00.000Z,PROD_197,125,6,2,166.42,32.35,978.31,813.19,20.05,32.40,8.21,processing,,paypal,1837 Pine Rd,Special delivery instructions,
ORD_00297,297,202,CUST_0202,12/21/2023,2023-12-25T22:10:00.000Z,PROD_194,142,4,5,265.84,124.56,442.10,236.72,0.00,12.87,42.25,CANCELLED,CANCELLED,cash,1753 Main St,Special delivery instructions,TRK683132
ORD_00298,298,154,CUST_0154,9/15/2023,2023-02-07T00:25:00.000Z,PROD_088,164,10,3,202.07,97.58,1036.29,549.32,0.00,29.46,0.00,returned,returned,credit_card,7527 Oak Ave,,TRK782503
ORD_00299,299,380,CUST_0380,3/8/2023,2023-04-08T17:42:00.000Z,PROD_068,108,7,3,91.81,89.52,115.72,322.76,0.00,35.07,0.00,,,bank_transfer,386 Oak Ave,,TRK858398
ORD_00300,300,117,CUST_0117,2023-12-17,2023-07-03T18:16:00.000Z,PROD_131,59,10,1,362.97,351.46,396.14,274.57,21.89,22.87,18.36,delivered,,bank_transfer,7811 Oak Ave,,TRK273822
ORD_00301,301,262,CUST_0262,8/4/2023,2023-08-14T22:16:00.000Z,PROD_001,179,9,1,377.07,101.57,120.73,707.66,19.33,49.91,0.00,pending,,bank_transfer,9137 Main St,Special delivery instructions,
ORD_00302,302,283,CUST_0283,,2023-03-08T16:25:00.000Z,PROD_139,88,6,4,489.24,59.42,989.68,123.21,0.00,29.88,0.00,,pending,paypal,948 Main St,,TRK496462
ORD_00303,303,417,CUST_0417,3/21/2023,2023-06-10T19:39:00.000Z,PROD_039,193,4,5,295.09,106.00,700.93,236.02,0.00,21.04,0.00,delivered,CANCELLED,bank_transfer,444 Main St,,TRK742562
ORD_00304,304,78,CUST_0078,12/27/2023,2023-11-12T22:23:00.000Z,PROD_153,175,1,5,444.96,319.18,690.70,765.33,13.96,29.41,0.00,pending,pending,credit_card,3387 Pine Rd,,TRK459290
ORD_00305,305,215,CUST_0215,5/25/2023,2023-02-07T01:11:00.000Z,PROD_073,188,4,2,443.01,336.76,397.89,649.08,0.00,41.31,4.36,pending,returned,paypal,1883 Oak Ave,,
ORD_00306,306,421,CUST_0421,2/6/2023,2023-02-18T02:48:00.000Z,PROD_080,64,6,3,100.71,292.90,804.33,426.59,21.19,6.92,0.00,CANCELLED,SHIPPED,paypal,8909 Main St,,TRK749900
ORD_00307,307,323,CUST_0323,4/11/2023,2023-07-14T13:22:00.000Z,PROD_184,115,1,2,13.73,178.25,918.49,281.29,0.00,44.25,6.49,SHIPPED,CANCELLED,debit_card,2600 Pine Rd,,
ORD_00308,308,464,CUST_0464,5/27/2023,2023-01-25T01:09:00.000Z,PROD_022,151,4,4,270.89,323.09,720.14,301.13,24.98,41.00,35.30,returned,processing,paypal,9582 Main St,Special delivery instructions,TRK784647
ORD_00309,309,180,CUST_0180,2023-03-06,2023-12-16T05:53:00.000Z,PROD_196,129,8,2,395.25,27.01,85.86,589.69,20.77,31.02,0.00,delivered,CANCELLED,credit_card,5356 Main St,,
ORD_00310,310,234,CUST_0234,2023-08-06,2023-11-01T22:41:00.000Z,PROD_024,181,7,2,233.59,366.57,673.76,307.84,21.41,8.30,0.00,returned,CANCELLED,cash,2159 Main St,,
ORD_00311,311,120,CUST_0120,,2023-11-05T22:39:00.000Z,PROD_074,200,8,2,456.46,134.95,550.71,266.45,10.48,36.75,0.00,delivered,SHIPPED,debit_card,8929 Pine Rd,,
ORD_00312,312,388,CUST_0388,3/23/2023,2023-08-16T01:08:00.000Z,PROD_165,166,2,5,408.22,391.40,869.01,323.61,11.32,17.10,0.00,pending,SHIPPED,paypal,1184 Oak Ave,,TRK526794
ORD_00313,313,476,CUST_0476,2023-11-12,2023-04-15T09:59:00.000Z,PROD_184,159,10,2,370.42,376.94,381.67,242.27,0.00,9.21,0.00,delivered,SHIPPED,cash,1796 Main St,Special delivery instructions,
ORD_00314,314,397,CUST_0397,1/5/2023,2023-11-15T12:18:00.000Z,PROD_180,139,5,4,399.20,167.28,788.27,792.32,18.02,46.15,31.40,,delivered,cash,7572 Main St,,
ORD_00315,315,78,CUST_0078,2023-08-22,2023-11-26T19:43:00.000Z,PROD_094,78,9,3,499.25,297.83,238.82,812.09,15.72,48.53,13.68,processing,CANCELLED,bank_transfer,4329 Pine Rd,,TRK585614
ORD_00316,316,481,CUST_0481,7/8/2023,2023-11-18T12:36:00.000Z,PROD_091,179,10,3,148.42,60.55,596.26,704.88,22.44,21.35,7.52,delivered,,credit_card,3434 Oak Ave,,
ORD_00317,317,335,CUST_0335,6/17/2023,2023-07-27T00:41:00.000Z,PROD_196,85,1,2,283.00,96.99,1044.73,712.36,12.41,21.94,0.00,processing,delivered,debit_card,7928 Pine Rd,,
ORD_00318,318,287,CUST_0287,11/3/2023,2023-04-24T16:17:00.000Z,PROD_135,17,8,5,166.05,367.18,865.89,106.85,9.67,32.93,0.00,CANCELLED,SHIPPED,paypal,2980 Oak Ave,,TRK839172
ORD_00319,319,201,CUST_0201,,2023-03-03T21:22:00.000Z,PROD_193,2,4,3,26.06,213.96,735.13,78.40,18.77,3.09,0.00,SHIPPED,returned,paypal,5086 Pine Rd,,TRK296755
ORD_00320,320,346,CUST_0346,5/5/2023,2023-12-04T03:38:00.000Z,PROD_112,27,3,4,18.22,355.42,177.90,600.23,0.00,50.41,0.00,pending,pending,cash,3845 Oak Ave,,TRK300296
ORD_00321,321,71,CUST_0071,12/7/2023,2023-03-01T14:42:00.000Z,PROD_076,13,6,5,229.45,71.35,1004.83,625.64,21.09,10.72,0.00,SHIPPED,processing,bank_transfer,1173 Oak Ave,,
ORD_00322,322,184,CUST_0184,8/14/2023,2023-10-24T20:08:00.000Z,PROD_176,156,6,5,322.57,291.72,290.17,606.17,15.64,5.84,0.00,returned,delivered,cash,747 Pine Rd,,TRK362844
ORD_00323,323,289,CUST_0289,2023-05-13,,PROD_085,185,3,2,66.40,331.57,880.79,124.03,16.21,28.35,0.00,CANCELLED,SHIPPED,paypal,6433 Main St,,
ORD_00324,324,229,CUST_0229,9/6/2023,,PROD_070,12,7,1,396.44,143.09,624.58,680.29,0.00,17.86,0.00,processing,returned,credit_card,7156 Oak Ave,,TRK543556
ORD_00325,325,453,CUST_0453,2023-12-19,2023-12-11T13:10:00.000Z,PROD_167,1,2,2,77.34,401.47,838.91,793.30,16.83,31.98,0.11,processing,returned,bank_transfer,3487 Oak Ave,,
ORD_00326,326,78,CUST_0078,2023-07-10,2023-02-20T06:33:00.000Z,PROD_130,59,10,2,81.86,109.16,786.63,387.01,7.29,13.68,20.02,,,paypal,6990 Oak Ave,,TRK370872
ORD_00327,327,124,CUST_0124,5/6/2023,,PROD_067,121,6,2,375.27,149.99,610.78,76.79,19.26,48.76,0.00,delivered,,debit_card,3075 Oak Ave,,TRK217135
ORD_00328,328,375,CUST_0375,8/16/2023,,PROD_174,12,6,1,221.65,53.84,844.79,429.67,0.00,51.83,0.00,delivered,delivered,cash,7762 Main St,,
ORD_00329,329,219,CUST_0219,2/20/2023,2023-12-18T18:12:00.000Z,PROD_015,163,7,1,508.09,78.66,450.95,649.70,8.91,11.35,0.00,processing,processing,bank_transfer,1382 Pine Rd,,
ORD_00330,330,134,CUST_0134,2023-03-07,2023-11-12T00:33:00.000Z,PROD_067,93,3,2,57.87,326.28,435.22,434.39,14.79,9.78,29.73,,,credit_card,1244 Oak Ave,,
ORD_00331,331,416,CUST_0416,7/8/2023,,PROD_099,123,4,3,63.91,193.44,257.90,57.34,14.49,2.68,0.00,returned,pending,cash,2343 Oak Ave,,
ORD_00332,332,176,CUST_0176,9/17/2023,2023-08-03T02:19:00.000Z,PROD_134,138,8,3,274.27,206.40,887.96,689.58,24.78,12.52,40.77,delivered,processing,paypal,2036 Oak Ave,,TRK248995
ORD_00333,333,125,CUST_0125,2023-06-17,,PROD_070,144,10,3,336.80,113.65,315.81,834.74,19.41,9.83,21.50,CANCELLED,returned,debit_card,5916 Pine Rd,,TRK624604
ORD_00334,334,38,CUST_0038,1/3/2023,2023-09-24T15:27:00.000Z,PROD_140,176,8,4,25.68,301.39,513.74,442.69,0.00,46.01,0.00,,returned,credit_card,629 Main St,,
ORD_00335,335,400,CUST_0400,2023-02-25,2023-07-15T20:55:00.000Z,PROD_168,80,2,1,280.50,16.03,659.30,813.63,7.89,20.14,0.00,,delivered,paypal,119 Pine Rd,,TRK424003
ORD_00336,336,61,CUST_0061,2023-06-23,2023-05-25T18:37:00.000Z,PROD_093,190,1,5,354.14,154.14,104.88,832.45,0.00,3.61,0.00,SHIPPED,CANCELLED,cash,7999 Oak Ave,,
ORD_00337,337,427,CUST_0427,2023-07-14,2023-07-01T12:04:00.000Z,PROD_034,86,3,4,342.74,283.03,461.67,221.53,15.08,9.94,27.13,,pending,credit_card,75 Oak Ave,,TRK544060
ORD_00338,338,123,CUST_0123,2023-04-17,2023-02-06T03:35:00.000Z,PROD_133,190,1,3,467.33,220.93,171.33,337.92,16.33,15.16,16.33,SHIPPED,processing,cash,7196 Oak Ave,,
ORD_00339,339,256,CUST_0256,12/11/2023,2023-11-08T12:39:00.000Z,PROD_104,6,9,4,138.57,288.08,817.59,833.80,15.03,2.48,0.00,processing,SHIPPED,debit_card,8182 Pine Rd,,TRK304069
ORD_00340,340,484,CUST_0484,2023-02-11,2023-01-24T13:58:00.000Z,PROD_155,132,3,5,59.29,298.06,754.12,206.47,11.48,50.19,16.89,delivered,pending,paypal,1150 Oak Ave,,
ORD_00341,341,432,CUST_0432,7/7/2023,2023-03-20T00:59:00.000Z,PROD_189,175,8,5,180.22,167.93,383.77,543.14,17.59,36.33,8.74,CANCELLED,processing,debit_card,4940 Main St,,
ORD_00342,342,9,CUST_0009,2023-11-14,2023-10-01T07:13:00.000Z,PROD_186,108,6,4,334.34,329.08,984.10,250.94,17.26,34.28,0.00,SHIPPED,pending,cash,9102 Pine Rd,,TRK200286
ORD_00343,343,366,CUST_0366,2023-10-07,2023-12-18T15:29:00.000Z,PROD_028,18,10,5,482.39,224.08,58.61,222.10,0.00,45.97,0.00,CANCELLED,processing,paypal,8691 Pine Rd,,
ORD_00344,344,453,CUST_0453,2023-04-25,2023-11-02T00:58:00.000Z,PROD_024,102,5,5,43.05,307.71,89.82,354.15,24.41,12.71,0.00,processing,delivered,bank_transfer,6767 Pine Rd,,
ORD_00345,345,241,CUST_0241,7/9/2023,2023-04-22T22:23:00.000Z,PROD_040,141,4,5,288.29,170.56,868.53,540.45,0.00,49.08,0.00,delivered,SHIPPED,credit_card,115 Pine Rd,,TRK125754
ORD_00346,346,448,CUST_0448,12/16/2023,,PROD_143,171,3,5,440.96,118.43,527.81,541.38,0.00,15.71,41.94,SHIPPED,CANCELLED,credit_card,9840 Pine Rd,,
ORD_00347,347,58,CUST_0058,2/9/2023,2023-12-11T17:37:00.000Z,PROD_046,16,10,2,42.44,297.42,583.98,654.10,0.00,12.27,0.00,pending,SHIPPED,bank_transfer,7175 Main St,,TRK481842
ORD_00348,348,265,CUST_0265,6/19/2023,2023-01-05T08:15:00.000Z,PROD_010,164,10,1,357.15,384.28,499.54,274.91,15.91,10.40,37.28,CANCELLED,,credit_card,9995 Pine Rd,,TRK970452
ORD_00349,349,485,CUST_0485,2023-07-04,2023-02-22T18:20:00.000Z,PROD_012,80,2,3,459.70,186.59,304.46,118.32,22.66,21.52,0.00,pending,pending,paypal,1259 Main St,,
ORD_00350,350,497,CUST_0497,7/3/2023,,PROD_027,39,5,4,199.35,16.63,665.04,572.08,15.72,36.63,37.53,processing,returned,bank_transfer,244 Main St,Special delivery instructions,TRK935600
ORD_00351,351,88,CUST_0088,2/13/2023,2023-09-27T18:05:00.000Z,PROD_015,30,2,3,208.56,201.72,256.31,177.57,11.15,30.55,0.00,processing,,bank_transfer,295 Oak Ave,,
ORD_00352,352,44,CUST_0044,10/17/2023,2023-06-13T10:44:00.000Z,PROD_111,150,8,1,332.22,384.80,858.80,256.01,0.00,12.61,24.20,returned,CANCELLED,paypal,6283 Oak Ave,,TRK925851
ORD_00353,353,356,CUST_0356,2023-12-24,,PROD_190,154,3,4,128.54,365.44,474.12,348.35,23.31,17.60,41.19,,CANCELLED,bank_transfer,4613 Pine Rd,Special delivery instructions,TRK711134
ORD_00354,354,148,CUST_0148,9/4/2023,2023-04-22T22:49:00.000Z,PROD_167,137,5,2,171.73,238.07,576.01,266.28,17.34,27.05,0.00,returned,,credit_card,9345 Main St,,TRK466295
ORD_00355,355,446,CUST_0446,8/9/2023,2023-02-27T16:21:00.000Z,PROD_060,142,8,5,93.59,79.81,863.53,65.59,9.61,16.39,2.46,returned,pending,bank_transfer,8819 Main St,Special delivery instructions,
ORD_00356,356,467,CUST_0467,,2023-06-25T05:18:00.000Z,PROD_032,126,7,5,77.00,44.83,869.38,636.06,19.55,32.64,0.00,returned,CANCELLED,cash,8412 Main St,,
ORD_00357,357,193,CUST_0193,9/3/2023,2023-07-28T01:40:00.000Z,PROD_052,172,9,3,111.79,110.60,423.79,568.66,23.52,28.17,29.28,processing,CANCELLED,paypal,3294 Pine Rd,,TRK699568
ORD_00358,358,337,CUST_0337,2/17/2023,,PROD_062,161,7,5,446.28,58.40,848.87,408.67,0.00,27.62,7.76,CANCELLED,SHIPPED,cash,7901 Oak Ave,Special delivery instructions,TRK162249
ORD_00359,359,289,CUST_0289,3/21/2023,2023-01-04T11:13:00.000Z,PROD_079,2,7,1,357.58,95.77,526.69,396.99,0.00,48.92,41.12,SHIPPED,delivered,paypal,8947 Pine Rd,Special delivery instructions,TRK958374
ORD_00360,360,167,CUST_0167,,2023-03-22T08:51:00.000Z,PROD_086,140,6,1,94.99,19.55,125.04,813.75,21.78,35.18,0.00,delivered,returned,cash,4651 Pine Rd,,
ORD_00361,361,320,CUST_0320,10/8/2023,,PROD_090,141,2,1,135.71,201.86,961.21,502.23,20.35,18.11,0.00,SHIPPED,,debit_card,6237 Oak Ave,,TRK223645
ORD_00362,362,55,CUST_0055,12/21/2023,2023-05-06T23:34:00.000Z,PROD_112,185,10,3,202.14,230.79,174.07,717.56,0.00,26.42,0.00,CANCELLED,SHIPPED,debit_card,8209 Main St,Special delivery instructions,TRK165333
ORD_00363,363,314,CUST_0314,2023-11-08,,PROD_049,81,1,2,476.31,336.12,703.21,212.75,12.39,17.13,0.00,returned,delivered,bank_transfer,3046 Main St,Special delivery instructions,TRK964080
ORD_00364,364,355,CUST_0355,9/15/2023,2023-04-05T09:26:00.000Z,PROD_094,11,7,2,17.72,51.13,584.96,83.61,23.51,27.53,0.00,pending,,bank_transfer,4291 Pine Rd,,TRK138041
ORD_00365,365,488,CUST_0488,2023-08-16,2023-01-12T22:40:00.000Z,PROD_024,32,4,1,476.57,242.67,857.81,77.96,21.60,12.61,0.00,,processing,cash,8955 Main St,,TRK148740
ORD_00366,366,112,CUST_0112,1/7/2023,2023-04-21T22:36:00.000Z,PROD_019,177,7,2,466.24,173.98,737.95,219.48,13.66,29.30,0.00,processing,processing,bank_transfer,9978 Oak Ave,,TRK596743
ORD_00367,367,428,CUST_0428,1/6/2023,2023-05-28T09:28:00.000Z,PROD_062,66,3,4,410.36,305.23,988.94,460.47,14.51,45.75,36.88,,delivered,paypal,4010 Oak Ave,,
ORD_00368,368,4,CUST_0004,2023-09-15,2023-09-02T23:18:00.000Z,PROD_028,181,9,2,286.10,237.90,763.30,111.87,0.00,35.92,0.00,pending,pending,cash,2200 Oak Ave,,
ORD_00369,369,134,CUST_0134,,2023-05-15T18:08:00.000Z,PROD_095,167,9,2,52.14,36.59,1038.19,535.87,10.13,13.99,19.22,,delivered,credit_card,3692 Pine Rd,,TRK357471
ORD_00370,370,8,CUST_0008,2023-12-12,2023-03-20T09:17:00.000Z,PROD_073,84,1,5,66.17,38.95,1005.92,749.81,19.32,40.93,0.00,,SHIPPED,debit_card,8562 Oak Ave,,TRK301639
ORD_00371,371,263,CUST_0263,2023-06-19,2023-06-26T09:45:00.000Z,PROD_074,46,9,1,466.35,213.22,325.00,239.19,14.12,13.17,0.00,processing,SHIPPED,cash,1241 Oak Ave,,
ORD_00372,372,429,CUST_0429,4/26/2023,2023-09-03T15:33:00.000Z,PROD_050,142,7,4,381.97,38.48,881.15,504.26,0.00,26.81,0.00,delivered,processing,bank_transfer,91 Oak Ave,,TRK380291
ORD_00373,373,66,CUST_0066,2023-10-06,2023-01-11T05:06:00.000Z,PROD_031,35,2,4,403.67,185.33,770.95,565.16,10.31,15.18,47.91,returned,pending,cash,6732 Main St,,
ORD_00374,374,143,CUST_0143,10/3/2023,,PROD_128,158,8,4,326.63,331.33,524.49,230.62,21.46,20.79,4.16,delivered,processing,bank_transfer,6191 Main St,Special delivery instructions,TRK917879
ORD_00375,375,425,CUST_0425,1/14/2023,2023-07-08T16:41:00.000Z,PROD_155,52,4,3,474.86,241.26,701.75,673.28,0.00,51.25,41.39,pending,returned,cash,6248 Main St,Special delivery instructions,TRK173355
ORD_00376,376,208,CUST_0208,8/25/2023,,PROD_045,92,5,1,335.74,42.88,621.48,453.56,23.80,35.57,0.00,delivered,SHIPPED,debit_card,6065 Main St,,TRK606173
ORD_00377,377,32,CUST_0032,,2023-09-12T19:37:00.000Z,PROD_089,49,9,2,25.80,80.60,905.86,125.23,8.35,48.20,0.00,delivered,CANCELLED,paypal,1130 Main St,,TRK612738
ORD_00378,378,207,CUST_0207,2023-07-01,2023-07-21T15:35:00.000Z,PROD_109,101,9,3,21.78,213.15,636.88,384.71,13.79,16.14,0.00,,processing,bank_transfer,2853 Oak Ave,,TRK921384
ORD_00379,379,425,CUST_0425,,2023-05-01T02:49:00.000Z,PROD_076,27,9,2,41.71,36.68,505.80,833.56,0.00,39.28,7.40,pending,CANCELLED,cash,4496 Pine Rd,,
ORD_00380,380,71,CUST_0071,7/16/2023,2023-07-27T02:15:00.000Z,PROD_061,102,10,5,353.16,148.74,163.46,773.04,5.90,14.66,0.00,processing,pending,debit_card,6435 Oak Ave,,TRK638614
ORD_00381,381,225,CUST_0225,2023-12-04,2023-09-28T17:07:00.000Z,PROD_058,159,3,3,391.93,123.31,817.57,467.68,22.79,51.37,0.00,pending,delivered,debit_card,1198 Main St,,TRK161283
ORD_00382,382,491,CUST_0491,2/16/2023,2023-06-28T05:44:00.000Z,PROD_016,189,5,5,420.60,318.25,141.50,173.36,12.71,3.75,0.00,,pending,credit_card,934 Main St,,
ORD_00383,383,222,CUST_0222,2023-03-31,,PROD_143,196,1,4,316.52,332.12,932.95,113.93,11.17,30.76,0.00,,processing,bank_transfer,9009 Main St,,
ORD_00384,384,174,CUST_0174,1/28/2023,2023-09-25T19:21:00.000Z,PROD_058,115,7,2,205.44,187.09,1010.99,425.18,23.62,11.55,13.02,SHIPPED,,bank_transfer,375 Main St,,
ORD_00385,385,242,CUST_0242,2023-12-27,2023-03-03T16:20:00.000Z,PROD_033,196,6,1,24.44,379.99,171.81,476.99,0.00,25.35,48.84,delivered,,credit_card,5238 Main St,,
ORD_00386,386,401,CUST_0401,6/4/2023,2023-09-27T19:40:00.000Z,PROD_175,136,1,1,234.50,160.48,398.87,100.95,5.49,10.96,0.00,pending,CANCELLED,credit_card,4741 Oak Ave,,TRK586033
ORD_00387,387,65,CUST_0065,2023-07-12,2023-08-09T15:39:00.000Z,PROD_133,57,3,3,196.07,321.59,687.21,628.09,12.04,47.47,0.00,CANCELLED,,cash,2446 Pine Rd,,TRK204921
